lat,lon,source_type,record_count,countrycode,country_name,wb_income_group
-16.1,-56.5,EXTERNAL,1,BR,Brazil,Upper middle income
-15.8,-58.7,EXTERNAL,1,BR,Brazil,Upper middle income
-17.1,-54.9,EXTERNAL,1,BR,Brazil,Upper middle income
-11.0,-63.2,REGIONAL,1,BR,Brazil,Upper middle income
4.2,-60.5,REGIONAL,1,BR,Brazil,Upper middle income
-14.6,-57.0,REGIONAL,1,BR,Brazil,Upper middle income
-15.5,-41.2,REGIONAL,1,BR,Brazil,Upper middle income
-6.4,-55.8,REGIONAL,1,BR,Brazil,Upper middle income
-11.1,-42.9,REGIONAL,1,BR,Brazil,Upper middle income
-2.4,-46.7,REGIONAL,1,BR,Brazil,Upper middle income
-27.4,-53.6,REGIONAL,1,BR,Brazil,Upper middle income
-10.8,-43.5,REGIONAL,1,BR,Brazil,Upper middle income
-10.2,-36.5,REGIONAL,1,BR,Brazil,Upper middle income
-12.7,-58.5,REGIONAL,1,BR,Brazil,Upper middle income
0.8,-51.9,REGIONAL,1,BR,Brazil,Upper middle income
-29.6,-54.8,REGIONAL,1,BR,Brazil,Upper middle income
-8.1,-37.4,EXTERNAL,1,BR,Brazil,Upper middle income
-29.5,-52.3,REGIONAL,1,BR,Brazil,Upper middle income
-16.0,-56.2,REGIONAL,1,BR,Brazil,Upper middle income
-19.2,-45.7,REGIONAL,1,BR,Brazil,Upper middle income
-9.8,-46.4,REGIONAL,1,BR,Brazil,Upper middle income
-16.7,-55.2,REGIONAL,1,BR,Brazil,Upper middle income
-9.3,-36.5,EXTERNAL,1,BR,Brazil,Upper middle income
-16.7,-42.2,EXTERNAL,1,BR,Brazil,Upper middle income
-19.8,-44.8,EXTERNAL,1,BR,Brazil,Upper middle income
-12.2,-44.9,REGIONAL,1,BR,Brazil,Upper middle income
-12.0,-44.6,REGIONAL,1,BR,Brazil,Upper middle income
-13.4,-42.5,REGIONAL,1,BR,Brazil,Upper middle income
-12.4,-44.0,REGIONAL,1,BR,Brazil,Upper middle income
-13.3,-39.7,REGIONAL,1,BR,Brazil,Upper middle income
-10.3,-62.3,EXTERNAL,1,BR,Brazil,Upper middle income
-11.6,-40.0,REGIONAL,1,BR,Brazil,Upper middle income
-19.4,-43.1,REGIONAL,1,BR,Brazil,Upper middle income
-16.2,-50.2,REGIONAL,1,BR,Brazil,Upper middle income
-18.3,-50.8,REGIONAL,1,BR,Brazil,Upper middle income
-14.8,-40.1,EXTERNAL,1,BR,Brazil,Upper middle income
-23.9,-55.4,REGIONAL,1,BR,Brazil,Upper middle income
-6.9,-48.0,EXTERNAL,1,BR,Brazil,Upper middle income
-25.1,-53.9,REGIONAL,1,BR,Brazil,Upper middle income
-23.8,-52.5,REGIONAL,1,BR,Brazil,Upper middle income
-16.5,-43.1,REGIONAL,1,BR,Brazil,Upper middle income
-21.8,-44.8,REGIONAL,1,BR,Brazil,Upper middle income
-8.3,-41.8,REGIONAL,1,BR,Brazil,Upper middle income
-18.5,-50.7,REGIONAL,1,BR,Brazil,Upper middle income
-7.6,-37.7,REGIONAL,1,BR,Brazil,Upper middle income
-19.1,-42.7,REGIONAL,1,BR,Brazil,Upper middle income
-8.7,-69.4,REGIONAL,1,BR,Brazil,Upper middle income
-20.3,-50.4,REGIONAL,1,BR,Brazil,Upper middle income
-20.1,-49.9,REGIONAL,1,BR,Brazil,Upper middle income
-23.1,-49.1,REGIONAL,1,BR,Brazil,Upper middle income
-18.3,-46.5,REGIONAL,1,BR,Brazil,Upper middle income
-20.4,-50.5,REGIONAL,1,BR,Brazil,Upper middle income
-15.2,-45.3,REGIONAL,1,BR,Brazil,Upper middle income
-23.6,-50.2,REGIONAL,1,BR,Brazil,Upper middle income
-0.0,-61.2,REGIONAL,1,BR,Brazil,Upper middle income
-23.1,-50.1,REGIONAL,1,BR,Brazil,Upper middle income
-23.2,-51.3,REGIONAL,1,BR,Brazil,Upper middle income
-3.0,-49.8,REGIONAL,1,BR,Brazil,Upper middle income
-29.5,-54.6,REGIONAL,1,BR,Brazil,Upper middle income
-5.8,-41.4,EXTERNAL,1,BR,Brazil,Upper middle income
-28.2,-54.8,REGIONAL,1,BR,Brazil,Upper middle income
-28.1,-51.1,EXTERNAL,1,BR,Brazil,Upper middle income
-8.2,-43.7,EXTERNAL,1,BR,Brazil,Upper middle income
-29.5,-54.1,EXTERNAL,1,BR,Brazil,Upper middle income
-5.3,-41.6,EXTERNAL,1,BR,Brazil,Upper middle income
-20.1,-50.5,REGIONAL,1,BR,Brazil,Upper middle income
-20.5,-45.3,REGIONAL,1,BR,Brazil,Upper middle income
-8.1,-36.4,EXTERNAL,1,BR,Brazil,Upper middle income
-22.0,-56.4,REGIONAL,1,BR,Brazil,Upper middle income
-4.8,-41.7,REGIONAL,1,BR,Brazil,Upper middle income
-15.1,-48.8,REGIONAL,1,BR,Brazil,Upper middle income
-8.0,-47.9,REGIONAL,1,BR,Brazil,Upper middle income
-3.4,-45.0,REGIONAL,1,BR,Brazil,Upper middle income
-6.5,-43.0,REGIONAL,1,BR,Brazil,Upper middle income
-6.1,-39.0,REGIONAL,1,BR,Brazil,Upper middle income
1.5,-63.0,REGIONAL,1,BR,Brazil,Upper middle income
-4.6,-39.4,REGIONAL,1,BR,Brazil,Upper middle income
-9.7,-41.8,REGIONAL,1,BR,Brazil,Upper middle income
-7.4,-47.1,REGIONAL,1,BR,Brazil,Upper middle income
-22.7,-56.1,REGIONAL,1,PY,Paraguay,Upper middle income
-12.8,-40.8,REGIONAL,1,BR,Brazil,Upper middle income
-17.8,-52.5,REGIONAL,1,BR,Brazil,Upper middle income
-15.9,-58.7,REGIONAL,1,BR,Brazil,Upper middle income
-15.8,-58.0,EXTERNAL,1,BR,Brazil,Upper middle income
-29.6,-53.1,EXTERNAL,1,BR,Brazil,Upper middle income
-30.2,-51.6,EXTERNAL,1,BR,Brazil,Upper middle income
-30.0,-51.8,EXTERNAL,1,BR,Brazil,Upper middle income
-25.3,-52.2,EXTERNAL,1,BR,Brazil,Upper middle income
-29.3,-53.4,EXTERNAL,1,BR,Brazil,Upper middle income
-8.2,-36.4,EXTERNAL,1,BR,Brazil,Upper middle income
-18.2,-46.0,REGIONAL,1,BR,Brazil,Upper middle income
-30.5,-54.1,REGIONAL,1,BR,Brazil,Upper middle income
-20.7,-56.9,REGIONAL,1,BR,Brazil,Upper middle income
-21.5,-56.6,REGIONAL,1,BR,Brazil,Upper middle income
-18.7,-43.6,REGIONAL,1,BR,Brazil,Upper middle income
-28.7,-51.4,REGIONAL,1,BR,Brazil,Upper middle income
-13.8,-57.3,REGIONAL,1,BR,Brazil,Upper middle income
-2.3,-54.3,EXTERNAL,1,BR,Brazil,Upper middle income
2.6,-62.4,REGIONAL,1,BR,Brazil,Upper middle income
-29.1,-54.5,REGIONAL,1,BR,Brazil,Upper middle income
-17.3,-54.0,REGIONAL,1,BR,Brazil,Upper middle income
-9.0,-69.2,REGIONAL,1,BR,Brazil,Upper middle income
-3.1,-59.5,EXTERNAL,1,BR,Brazil,Upper middle income
-13.4,-44.2,INTERNAL,1,BR,Brazil,Upper middle income
-21.6,-53.4,EXTERNAL,1,BR,Brazil,Upper middle income
-9.1,-68.7,INTERNAL,1,BR,Brazil,Upper middle income
-2.5,-45.1,INTERNAL,1,BR,Brazil,Upper middle income
-13.7,-39.5,INTERNAL,1,BR,Brazil,Upper middle income
-11.4,-61.4,INTERNAL,1,BR,Brazil,Upper middle income
-4.4,-60.9,EXTERNAL,1,BR,Brazil,Upper middle income
-3.8,-39.3,INTERNAL,1,BR,Brazil,Upper middle income
-11.1,-40.4,INTERNAL,1,BR,Brazil,Upper middle income
-20.6,-57.0,REGIONAL,1,BR,Brazil,Upper middle income
-22.0,-52.2,REGIONAL,1,BR,Brazil,Upper middle income
-15.5,-54.2,EXTERNAL,1,BR,Brazil,Upper middle income
-21.8,-49.0,EXTERNAL,1,BR,Brazil,Upper middle income
-11.2,-40.6,REGIONAL,1,BR,Brazil,Upper middle income
-15.6,-56.3,REGIONAL,1,BR,Brazil,Upper middle income
-3.9,-40.1,REGIONAL,1,BR,Brazil,Upper middle income
-13.6,-41.9,EXTERNAL,1,BR,Brazil,Upper middle income
-13.9,-40.0,EXTERNAL,1,BR,Brazil,Upper middle income
-17.5,-48.5,EXTERNAL,1,BR,Brazil,Upper middle income
-14.1,-57.5,EXTERNAL,1,BR,Brazil,Upper middle income
-23.6,-49.6,EXTERNAL,1,BR,Brazil,Upper middle income
-31.2,-52.8,EXTERNAL,1,BR,Brazil,Upper middle income
-15.1,-43.0,EXTERNAL,1,BR,Brazil,Upper middle income
-30.1,-50.6,EXTERNAL,1,BR,Brazil,Upper middle income
-22.0,-41.9,EXTERNAL,1,BR,Brazil,Upper middle income
-18.1,-40.5,EXTERNAL,1,BR,Brazil,Upper middle income
-21.8,-45.5,EXTERNAL,1,BR,Brazil,Upper middle income
-28.0,-51.8,EXTERNAL,1,BR,Brazil,Upper middle income
-18.8,-46.5,EXTERNAL,1,BR,Brazil,Upper middle income
-10.3,-37.7,EXTERNAL,1,BR,Brazil,Upper middle income
-21.5,-46.2,EXTERNAL,1,BR,Brazil,Upper middle income
-26.9,-49.7,EXTERNAL,1,BR,Brazil,Upper middle income
-28.5,-50.8,EXTERNAL,1,BR,Brazil,Upper middle income
-14.0,-41.6,EXTERNAL,1,BR,Brazil,Upper middle income
-19.5,-55.9,REGIONAL,1,BR,Brazil,Upper middle income
-14.4,-49.6,REGIONAL,1,BR,Brazil,Upper middle income
0.1,-69.4,REGIONAL,1,BR,Brazil,Upper middle income
-16.9,-50.5,REGIONAL,1,BR,Brazil,Upper middle income
-3.2,-42.3,REGIONAL,1,BR,Brazil,Upper middle income
-10.2,-40.5,REGIONAL,1,BR,Brazil,Upper middle income
-20.6,-49.8,EXTERNAL,1,BR,Brazil,Upper middle income
-29.5,-54.4,REGIONAL,1,BR,Brazil,Upper middle income
-10.8,-58.2,REGIONAL,1,BR,Brazil,Upper middle income
-7.8,-39.3,REGIONAL,1,BR,Brazil,Upper middle income
-7.9,-48.3,REGIONAL,1,BR,Brazil,Upper middle income
-8.6,-39.7,REGIONAL,1,BR,Brazil,Upper middle income
-11.2,-55.4,REGIONAL,1,BR,Brazil,Upper middle income
-28.7,-49.6,EXTERNAL,1,BR,Brazil,Upper middle income
-26.8,-52.3,EXTERNAL,1,BR,Brazil,Upper middle income
-9.5,-62.0,EXTERNAL,1,BR,Brazil,Upper middle income
-6.8,-37.7,EXTERNAL,1,BR,Brazil,Upper middle income
-3.1,-59.3,REGIONAL,1,BR,Brazil,Upper middle income
-32.1,-51.9,REGIONAL,1,XX,Unknown,Not classified
-25.4,-5.5,REGIONAL,1,XX,Unknown,Not classified
-20.5,-29.4,REGIONAL,1,XX,Unknown,Not classified
-24.2,-44.8,REGIONAL,1,XX,Unknown,Not classified
-23.6,-43.9,REGIONAL,1,XX,Unknown,Not classified
-23.6,-44.5,REGIONAL,1,XX,Unknown,Not classified
-20.6,-39.7,REGIONAL,1,XX,Unknown,Not classified
-23.7,-44.9,REGIONAL,1,XX,Unknown,Not classified
-20.4,-39.7,REGIONAL,1,XX,Unknown,Not classified
-13.5,-38.4,REGIONAL,1,XX,Unknown,Not classified
-20.8,-40.2,EXTERNAL,1,XX,Unknown,Not classified
-22.7,-41.6,REGIONAL,1,XX,Unknown,Not classified
-32.4,-52.0,REGIONAL,1,XX,Unknown,Not classified
-9.6,-33.5,REGIONAL,1,XX,Unknown,Not classified
-0.4,-37.6,EXTERNAL,1,XX,Unknown,Not classified
-7.0,-34.3,REGIONAL,1,XX,Unknown,Not classified
-7.6,-31.8,REGIONAL,1,XX,Unknown,Not classified
-29.5,-45.5,REGIONAL,1,XX,Unknown,Not classified
-7.8,-31.5,REGIONAL,1,XX,Unknown,Not classified
-7.0,0.0,EXTERNAL,1,XX,Unknown,Not classified
-6.2,-33.9,REGIONAL,1,XX,Unknown,Not classified
-6.9,-31.4,REGIONAL,1,XX,Unknown,Not classified
-7.7,-32.8,REGIONAL,1,XX,Unknown,Not classified
-28.0,-48.0,EXTERNAL,1,XX,Unknown,Not classified
-8.7,-34.0,REGIONAL,1,XX,Unknown,Not classified
-22.7,-40.7,INTERNAL,1,XX,Unknown,Not classified
-22.5,-40.8,INTERNAL,1,XX,Unknown,Not classified
-22.2,-38.7,INTERNAL,1,XX,Unknown,Not classified
-14.4,-38.5,INTERNAL,1,XX,Unknown,Not classified
-14.9,-38.3,INTERNAL,1,XX,Unknown,Not classified
-20.4,-39.0,INTERNAL,1,XX,Unknown,Not classified
-26.5,-47.0,INTERNAL,1,XX,Unknown,Not classified
-5.6,-32.8,REGIONAL,1,XX,Unknown,Not classified
-26.8,-47.2,INTERNAL,1,XX,Unknown,Not classified
-32.0,-50.0,REGIONAL,1,XX,Unknown,Not classified
-31.1,-49.5,REGIONAL,1,XX,Unknown,Not classified
-22.9,-41.6,REGIONAL,1,XX,Unknown,Not classified
-27.6,-47.2,REGIONAL,1,XX,Unknown,Not classified
-29.2,-48.5,INTERNAL,1,XX,Unknown,Not classified
-0.4,-29.9,REGIONAL,1,XX,Unknown,Not classified
2.0,-30.1,REGIONAL,1,XX,Unknown,Not classified
-3.4,-32.1,REGIONAL,1,XX,Unknown,Not classified
-9.8,-32.7,REGIONAL,1,XX,Unknown,Not classified
-10.3,-32.3,REGIONAL,1,XX,Unknown,Not classified
-18.7,-38.8,REGIONAL,1,XX,Unknown,Not classified
-1.1,-27.0,REGIONAL,1,XX,Unknown,Not classified
-5.7,-31.7,REGIONAL,1,XX,Unknown,Not classified
-17.4,-35.4,REGIONAL,1,XX,Unknown,Not classified
-24.4,-41.5,REGIONAL,1,XX,Unknown,Not classified
-23.8,-38.6,REGIONAL,1,XX,Unknown,Not classified
-31.0,-49.5,REGIONAL,1,XX,Unknown,Not classified
-1.9,-34.1,REGIONAL,1,XX,Unknown,Not classified
-26.0,-42.3,REGIONAL,1,XX,Unknown,Not classified
-32.0,-48.8,REGIONAL,1,XX,Unknown,Not classified
-33.1,-50.8,REGIONAL,1,XX,Unknown,Not classified
-33.2,-52.2,INTERNAL,1,XX,Unknown,Not classified
-27.9,-44.7,REGIONAL,1,XX,Unknown,Not classified
-26.7,-43.2,REGIONAL,1,XX,Unknown,Not classified
-31.7,-46.9,REGIONAL,1,XX,Unknown,Not classified
-31.2,-47.7,REGIONAL,1,XX,Unknown,Not classified
-30.7,-46.1,REGIONAL,1,XX,Unknown,Not classified
-14.6,-36.0,REGIONAL,1,XX,Unknown,Not classified
-26.9,-44.0,REGIONAL,1,XX,Unknown,Not classified
-10.0,-35.9,INTERNAL,1,XX,Unknown,Not classified
-14.8,-38.9,INTERNAL,1,XX,Unknown,Not classified
-26.0,-46.4,INTERNAL,1,XX,Unknown,Not classified
-27.1,-44.7,REGIONAL,1,XX,Unknown,Not classified
-30.9,-47.8,REGIONAL,1,XX,Unknown,Not classified
-10.8,-35.5,REGIONAL,1,XX,Unknown,Not classified
-14.7,-36.7,REGIONAL,1,XX,Unknown,Not classified
-34.4,-51.7,REGIONAL,1,XX,Unknown,Not classified
-32.1,-48.3,REGIONAL,1,XX,Unknown,Not classified
-32.7,-48.6,REGIONAL,1,XX,Unknown,Not classified
-33.7,-49.5,REGIONAL,1,XX,Unknown,Not classified
-26.8,-48.1,INTERNAL,1,XX,Unknown,Not classified
-21.1,-40.3,INTERNAL,1,XX,Unknown,Not classified
-3.7,-38.1,INTERNAL,1,XX,Unknown,Not classified
-32.4,-50.5,INTERNAL,1,XX,Unknown,Not classified
-2.0,-44.5,REGIONAL,1,XX,Unknown,Not classified
-34.1,-52.2,INTERNAL,1,XX,Unknown,Not classified
-33.2,-51.2,INTERNAL,1,XX,Unknown,Not classified
-33.3,-52.0,INTERNAL,1,XX,Unknown,Not classified
-4.0,-35.9,INTERNAL,1,XX,Unknown,Not classified
-22.6,-41.6,INTERNAL,1,XX,Unknown,Not classified
-22.7,-41.7,INTERNAL,1,XX,Unknown,Not classified
-16.8,-38.7,INTERNAL,1,XX,Unknown,Not classified
-4.5,-37.1,INTERNAL,1,XX,Unknown,Not classified
-22.4,-41.7,INTERNAL,1,XX,Unknown,Not classified
-6.3,-35.0,INTERNAL,1,XX,Unknown,Not classified
-8.4,-34.8,REGIONAL,1,XX,Unknown,Not classified
-33.2,-52.6,EXTERNAL,1,XX,Unknown,Not classified
4.5,-50.2,INTERNAL,1,XX,Unknown,Not classified
-2.9,-41.5,INTERNAL,1,XX,Unknown,Not classified
-8.3,-31.3,REGIONAL,1,XX,Unknown,Not classified
-31.6,-51.3,REGIONAL,1,XX,Unknown,Not classified
-23.4,-43.3,EXTERNAL,1,XX,Unknown,Not classified
-20.6,-37.6,REGIONAL,1,XX,Unknown,Not classified
-2.5,-44.0,EXTERNAL,1,XX,Unknown,Not classified
-14.4,-38.8,REGIONAL,1,XX,Unknown,Not classified
-22.7,-40.5,EXTERNAL,1,XX,Unknown,Not classified
-24.1,-45.5,EXTERNAL,1,XX,Unknown,Not classified
-24.0,-45.6,EXTERNAL,1,XX,Unknown,Not classified
-10.8,-36.1,EXTERNAL,1,XX,Unknown,Not classified
-4.4,-37.7,REGIONAL,1,XX,Unknown,Not classified
-0.5,-39.5,REGIONAL,1,XX,Unknown,Not classified
-13.3,-13.3,REGIONAL,1,XX,Unknown,Not classified
-21.5,-40.5,REGIONAL,1,XX,Unknown,Not classified
-0.5,-32.5,REGIONAL,1,XX,Unknown,Not classified
-22.3,-28.7,EXTERNAL,1,XX,Unknown,Not classified
-28.9,-48.6,REGIONAL,1,XX,Unknown,Not classified
-26.9,-48.5,REGIONAL,1,XX,Unknown,Not classified
-21.0,-40.6,REGIONAL,1,XX,Unknown,Not classified
-30.0,-49.9,REGIONAL,1,XX,Unknown,Not classified
-19.5,-38.4,INTERNAL,1,XX,Unknown,Not classified
-0.6,-48.5,EXTERNAL,1,XX,Unknown,Not classified
-20.6,-39.5,REGIONAL,1,XX,Unknown,Not classified
-20.8,-39.8,REGIONAL,1,XX,Unknown,Not classified
-24.0,-41.6,REGIONAL,1,XX,Unknown,Not classified
-24.4,-44.8,REGIONAL,1,XX,Unknown,Not classified
-1.1,-44.8,REGIONAL,1,XX,Unknown,Not classified
-19.4,-36.4,REGIONAL,1,XX,Unknown,Not classified
-20.4,-130.6,EXTERNAL,1,XX,Unknown,Not classified
-9.3,-32.0,REGIONAL,1,XX,Unknown,Not classified
-3.4,-38.8,REGIONAL,1,XX,Unknown,Not classified
-6.4,-32.6,REGIONAL,1,XX,Unknown,Not classified
-7.5,-33.1,REGIONAL,1,XX,Unknown,Not classified
-7.3,-32.5,REGIONAL,1,XX,Unknown,Not classified
-11.1,-35.8,REGIONAL,1,XX,Unknown,Not classified
-10.9,-34.3,REGIONAL,1,XX,Unknown,Not classified
-12.7,-37.8,REGIONAL,1,XX,Unknown,Not classified
-7.6,-32.7,REGIONAL,1,XX,Unknown,Not classified
-7.2,-31.7,REGIONAL,1,XX,Unknown,Not classified
-8.0,-31.6,REGIONAL,1,XX,Unknown,Not classified
-8.2,-33.9,REGIONAL,1,XX,Unknown,Not classified
-9.8,-34.3,REGIONAL,1,XX,Unknown,Not classified
-28.3,-41.4,EXTERNAL,1,XX,Unknown,Not classified
-26.1,-48.4,REGIONAL,1,XX,Unknown,Not classified
-22.9,-40.1,INTERNAL,1,XX,Unknown,Not classified
-20.5,-31.8,INTERNAL,1,XX,Unknown,Not classified
-1.8,-29.3,REGIONAL,1,XX,Unknown,Not classified
-17.1,-37.0,REGIONAL,1,XX,Unknown,Not classified
-24.1,-42.7,INTERNAL,1,XX,Unknown,Not classified
-34.1,-52.3,INTERNAL,1,XX,Unknown,Not classified
-16.8,-38.9,INTERNAL,1,XX,Unknown,Not classified
-1.7,-37.1,INTERNAL,1,XX,Unknown,Not classified
-20.8,-38.8,INTERNAL,1,XX,Unknown,Not classified
-1.5,-38.8,INTERNAL,1,XX,Unknown,Not classified
-12.2,-30.0,REGIONAL,1,XX,Unknown,Not classified
-5.9,-35.0,INTERNAL,1,XX,Unknown,Not classified
2.0,-30.0,INTERNAL,1,XX,Unknown,Not classified
3.1,-49.4,EXTERNAL,1,XX,Unknown,Not classified
-21.5,-25.5,REGIONAL,1,XX,Unknown,Not classified
-18.6,-28.2,REGIONAL,1,XX,Unknown,Not classified
-2.0,-43.3,REGIONAL,1,XX,Unknown,Not classified
-10.3,-36.2,REGIONAL,1,XX,Unknown,Not classified
-18.7,-37.9,REGIONAL,1,XX,Unknown,Not classified
-34.8,-49.7,REGIONAL,1,XX,Unknown,Not classified
-32.8,-51.7,REGIONAL,1,XX,Unknown,Not classified
-2.3,-34.4,REGIONAL,1,XX,Unknown,Not classified
-22.8,-38.7,REGIONAL,1,XX,Unknown,Not classified
-28.1,-44.9,REGIONAL,1,XX,Unknown,Not classified
-31.8,-50.7,REGIONAL,1,XX,Unknown,Not classified
-2.5,-33.6,REGIONAL,1,XX,Unknown,Not classified
-8.4,-32.2,REGIONAL,1,XX,Unknown,Not classified
-23.7,-39.9,REGIONAL,1,XX,Unknown,Not classified
-31.8,-47.2,REGIONAL,1,XX,Unknown,Not classified
-34.5,-49.8,REGIONAL,1,XX,Unknown,Not classified
-31.0,-50.7,EXTERNAL,1,XX,Unknown,Not classified
-10.2,-36.1,EXTERNAL,1,XX,Unknown,Not classified
-8.3,-34.8,REGIONAL,1,XX,Unknown,Not classified
-34.7,-51.6,REGIONAL,1,XX,Unknown,Not classified
-15.9,-38.9,EXTERNAL,1,XX,Unknown,Not classified
-28.7,-48.4,EXTERNAL,1,XX,Unknown,Not classified
-33.6,-51.1,EXTERNAL,1,XX,Unknown,Not classified
-1.2,-29.5,REGIONAL,1,XX,Unknown,Not classified
-10.1,-36.0,REGIONAL,1,XX,Unknown,Not classified
-28.8,-47.1,REGIONAL,1,XX,Unknown,Not classified
-31.1,-50.7,REGIONAL,1,XX,Unknown,Not classified
-9.5,-34.0,EXTERNAL,1,XX,Unknown,Not classified
-27.3,-48.2,REGIONAL,1,XX,Unknown,Not classified
-8.6,-34.9,EXTERNAL,1,XX,Unknown,Not classified
-22.9,-41.9,EXTERNAL,1,XX,Unknown,Not classified
-27.4,-48.2,REGIONAL,1,XX,Unknown,Not classified
2.5,-29.5,EXTERNAL,1,XX,Unknown,Not classified
3.0,-31.0,EXTERNAL,1,XX,Unknown,Not classified
4.0,-30.5,EXTERNAL,1,XX,Unknown,Not classified
-9.7,-35.3,EXTERNAL,1,XX,Unknown,Not classified
-21.5,-29.5,REGIONAL,1,XX,Unknown,Not classified
-23.5,-38.5,REGIONAL,1,XX,Unknown,Not classified
-26.5,-46.2,REGIONAL,1,XX,Unknown,Not classified
-3.5,-36.5,REGIONAL,1,XX,Unknown,Not classified
-15.5,-35.5,REGIONAL,1,XX,Unknown,Not classified
-2.5,-31.5,REGIONAL,1,XX,Unknown,Not classified
0.5,-49.5,REGIONAL,1,XX,Unknown,Not classified
-0.5,-41.5,REGIONAL,1,XX,Unknown,Not classified
-17.5,-37.5,REGIONAL,1,XX,Unknown,Not classified
-24.5,-46.5,REGIONAL,1,XX,Unknown,Not classified
-13.7,-38.8,REGIONAL,1,XX,Unknown,Not classified
-24.1,-45.2,REGIONAL,1,XX,Unknown,Not classified
-23.1,-41.9,REGIONAL,1,XX,Unknown,Not classified
-25.6,-5.6,REGIONAL,1,XX,Unknown,Not classified
-11.0,-36.9,REGIONAL,1,XX,Unknown,Not classified
-16.5,-38.8,REGIONAL,1,XX,Unknown,Not classified
-16.5,-38.1,REGIONAL,1,XX,Unknown,Not classified
-17.1,-38.9,REGIONAL,1,XX,Unknown,Not classified
-24.3,-44.2,EXTERNAL,1,XX,Unknown,Not classified
-15.8,-38.9,REGIONAL,1,XX,Unknown,Not classified
-23.5,-38.1,REGIONAL,1,XX,Unknown,Not classified
-1.5,-41.7,EXTERNAL,1,XX,Unknown,Not classified
-22.5,-31.5,REGIONAL,1,XX,Unknown,Not classified
-22.5,-30.5,REGIONAL,1,XX,Unknown,Not classified
-8.0,-33.5,REGIONAL,1,XX,Unknown,Not classified
-23.0,-42.1,EXTERNAL,1,XX,Unknown,Not classified
-3.1,-39.5,REGIONAL,1,XX,Unknown,Not classified
-10.4,-33.0,REGIONAL,1,XX,Unknown,Not classified
-7.6,-33.4,REGIONAL,1,XX,Unknown,Not classified
-10.3,-34.8,REGIONAL,1,XX,Unknown,Not classified
-10.4,-36.3,INTERNAL,1,XX,Unknown,Not classified
-10.2,-35.5,REGIONAL,1,XX,Unknown,Not classified
-23.8,-44.9,EXTERNAL,1,XX,Unknown,Not classified
-7.7,-31.7,REGIONAL,1,XX,Unknown,Not classified
-5.8,-35.0,INTERNAL,1,XX,Unknown,Not classified
-3.3,-39.2,INTERNAL,1,XX,Unknown,Not classified
-32.4,-51.4,INTERNAL,1,XX,Unknown,Not classified
-34.7,-51.4,INTERNAL,1,XX,Unknown,Not classified
-33.4,-52.3,INTERNAL,1,XX,Unknown,Not classified
-23.2,-43.3,INTERNAL,1,XX,Unknown,Not classified
-11.9,-37.4,INTERNAL,1,XX,Unknown,Not classified
-23.9,-45.1,REGIONAL,1,XX,Unknown,Not classified
-25.2,-46.2,INTERNAL,1,XX,Unknown,Not classified
-26.6,-47.7,INTERNAL,1,XX,Unknown,Not classified
-9.5,-35.3,INTERNAL,1,XX,Unknown,Not classified
-34.7,-49.4,REGIONAL,1,XX,Unknown,Not classified
-18.5,-36.2,REGIONAL,1,XX,Unknown,Not classified
-17.2,-35.6,REGIONAL,1,XX,Unknown,Not classified
-5.5,-30.0,REGIONAL,1,XX,Unknown,Not classified
-4.4,-34.7,REGIONAL,1,XX,Unknown,Not classified
-33.4,-50.3,REGIONAL,1,XX,Unknown,Not classified
-32.4,-47.3,REGIONAL,1,XX,Unknown,Not classified
-31.8,-46.7,REGIONAL,1,XX,Unknown,Not classified
-31.6,-47.8,REGIONAL,1,XX,Unknown,Not classified
-28.5,-46.2,REGIONAL,1,XX,Unknown,Not classified
-2.8,-34.8,REGIONAL,1,XX,Unknown,Not classified
-34.8,-50.5,REGIONAL,1,XX,Unknown,Not classified
-33.2,-51.4,REGIONAL,1,XX,Unknown,Not classified
-22.5,-28.2,REGIONAL,1,XX,Unknown,Not classified
-8.1,-31.6,REGIONAL,1,XX,Unknown,Not classified
-0.4,-27.0,REGIONAL,1,XX,Unknown,Not classified
-0.1,-44.2,REGIONAL,1,XX,Unknown,Not classified
-28.2,-47.2,INTERNAL,1,XX,Unknown,Not classified
-0.3,-44.4,REGIONAL,1,XX,Unknown,Not classified
4.5,-50.0,REGIONAL,1,XX,Unknown,Not classified
2.7,-49.0,EXTERNAL,1,XX,Unknown,Not classified
1.1,-48.4,REGIONAL,1,XX,Unknown,Not classified
-18.2,-36.1,INTERNAL,1,XX,Unknown,Not classified
-28.4,-48.2,INTERNAL,1,XX,Unknown,Not classified
-20.6,-30.6,INTERNAL,1,XX,Unknown,Not classified
-11.2,-36.9,INTERNAL,1,XX,Unknown,Not classified
-29.2,-49.5,REGIONAL,1,XX,Unknown,Not classified
-20.0,0.0,EXTERNAL,1,XX,Unknown,Not classified
-15.3,-38.8,REGIONAL,1,XX,Unknown,Not classified
5.0,-51.0,EXTERNAL,1,XX,Unknown,Not classified
-32.4,-49.1,REGIONAL,1,XX,Unknown,Not classified
-5.8,-32.8,EXTERNAL,1,XX,Unknown,Not classified
-20.2,-40.1,EXTERNAL,1,XX,Unknown,Not classified
-2.6,-39.5,EXTERNAL,1,XX,Unknown,Not classified
-29.5,-48.9,EXTERNAL,1,XX,Unknown,Not classified
-23.1,-41.6,EXTERNAL,1,XX,Unknown,Not classified
-26.0,-48.4,REGIONAL,1,XX,Unknown,Not classified
