original_key,resolved_name,resolved_country,type,__index_level_0__
1de2032f-743b-4aff-97c9-a93c74049684,Herbarium - Station Ecologique de Lamto,CI,collection,30758
LAMTO,Herbarium - Station Ecologique de Lamto,CI,collection,30759
1baee479-2c04-450b-82da-5781f3bad9e6,Herbario de la Estación de Biología Tropical Los Tuxtlas,MX,collection,30760
TUX,Herbario de la Estación de Biología Tropical Los Tuxtlas,MX,collection,30761
03eb5c48-fbfe-4be3-aa9d-7910d4a56a37,Herbarium,CH,collection,30762
NMSG-BOTANY,Herbarium,CH,collection,30763
302280a8-04f3-4a44-9a21-916749ab9a35,Coleoptera collection,CH,collection,30764
NMSG-IC,Coleoptera collection,CH,collection,30765
4662630e-ae6b-4cdc-9515-a85fbc87b69b,Hymeoptera collection,CH,collection,30766
NMSG-IH,Hymeoptera collection,CH,collection,30767
f529fa50-ceeb-4060-bbae-b1dae3bffbb7,Mollusca collection,CH,collection,30768
NMSG-IMX,Mollusca collection,CH,collection,30769
7365f612-d475-4213-8ce4-2c8d1520daf9,"Collection Emil Bächler, Appenzell",CH,collection,30770
NMSG-AAI,"Collection Emil Bächler, Appenzell",CH,collection,30771
c5ebe2ea-fcba-4c95-842f-276613982113,"Collection Emil Bächler, St.Gallen",CH,collection,30772
NMSG-AEB,"Collection Emil Bächler, St.Gallen",CH,collection,30773
f7e60193-3c98-47b2-8f8a-17a4eb64e9df,Fishes from Glarus,CH,collection,30774
NMSG-FGL,Fishes from Glarus,CH,collection,30775
3827b51a-112b-4314-87a7-bbcb11e259e5,Meteorites and Impactites,CH,collection,30776
NMSG-GMI,Meteorites and Impactites,CH,collection,30777
1ee8a445-1554-49c2-9919-03f79ddc136d,Vertebrate collection,CH,collection,30778
NMSO-VERTEBRATA,Vertebrate collection,CH,collection,30779
b6c77866-5ea7-4313-b5fb-ec36658eef19,Paleontological Collection,CH,collection,30780
NMSO-PALEONTOLOGY,Paleontological Collection,CH,collection,30781
c5975d5c-0156-4caa-93ba-8b8dbc5e6cec,Mineralogical Collection,CH,collection,30782
NMSO-MINERALOGY,Mineralogical Collection,CH,collection,30783
805cd14d-97b4-434d-85e8-d84f8592f89e,Geological Collection,CH,collection,30784
NMSO-GEOLOGY,Geological Collection,CH,collection,30785
d26ecd4d-e06b-4313-b56a-a5f1667f5942,Entomological collection,CH,collection,30786
NMSO-ENTOMO,Entomological collection,CH,collection,30787
065b700b-8d34-46f4-b13c-b3cdccd7ee5e,Herbarium,CH,collection,30788
NMSH-Herbarium_MzA,Herbarium,CH,collection,30789
d9acf487-84eb-4dae-abcc-2a9d89fdd1bc,Mollusc Collection,CH,collection,30790
NMSH-Mollusca_MzA,Mollusc Collection,CH,collection,30791
b39e45ef-ed38-4fe6-a443-c36b0ab3603e,Collection Carl Stemmler,CH,collection,30792
NMSH-Stemmler_MzA,Collection Carl Stemmler,CH,collection,30793
b3a24f31-1fa5-451d-918d-aecd5572f45a,Geology,CH,collection,30794
NMOL-GEO,Geology,CH,collection,30795
09efe086-1428-49e3-97a8-c8d244ecd581,Biology,CH,collection,30796
NMOL-BIO,Biology,CH,collection,30797
377feb9f-62ca-4d1b-95bc-1fe47cb99266,Acari,CH,collection,30798
NATUREUM:DZ-ACARI,Acari,CH,collection,30799
1edcea05-eb45-4f76-b13a-5efb409b4a5c,Annelida,CH,collection,30800
NATUREUM:DZ-ANNEL,Annelida,CH,collection,30801
52db9040-19dd-4f54-b2d5-205678b20a7f,Araneae,CH,collection,30802
NATUREUM:DZ-ARAN,Araneae,CH,collection,30803
0fda80af-a218-4cf6-bb38-24044f08c601,Coleoptera,CH,collection,30804
NATUREUM:DZ-COLEO,Coleoptera,CH,collection,30805
78620df9-1da3-468a-b195-283c5bfe87e3,Crustaceae,CH,collection,30806
NATUREUM:DZ-CRUST,Crustaceae,CH,collection,30807
de1fa23b-e461-4961-a2fe-2f8023ffa442,Diptera,CH,collection,30808
NATUREUM:DZ-DIPT,Diptera,CH,collection,30809
a729892c-412e-456c-b493-520b4a5551b1,"Insects, Minor orders",CH,collection,30810
NATUREUM:DZ-ENT_MINOR,"Insects, Minor orders",CH,collection,30811
738bc0ff-13fc-4461-b2f4-eee02ef56ff8,Ephemeroptera,CH,collection,30812
NATUREUM:DZ-EPHEM,Ephemeroptera,CH,collection,30813
a3d369fe-ca12-4ba1-9eb0-58c5dc7055d2,Hemiptera,CH,collection,30814
NATUREUM:DZ-HEMIP,Hemiptera,CH,collection,30815
475def4e-7b7e-43b0-8b38-b745a3a7cad7,Hymenoptera,CH,collection,30816
NATUREUM:DZ-HYMENO,Hymenoptera,CH,collection,30817
f27d043e-a9de-401e-b1ce-abf9396abedb,Lepidoptera,CH,collection,30818
NATUREUM:DZ-LEPIDO,Lepidoptera,CH,collection,30819
d1fe5b21-a982-40e5-80b1-976da66b5039,Mollusca,CH,collection,30820
NATUREUM:DZ-MOLLU,Mollusca,CH,collection,30821
ae5ee204-0c9c-412a-9f69-13bee5003bee,Myriapodes,CH,collection,30822
NATUREUM:DZ-MYRIA,Myriapodes,CH,collection,30823
0acafbf7-23fd-4268-be10-2b0204dcca06,MacroZooBenthos,CH,collection,30824
NATUREUM:DZ-MZB,MacroZooBenthos,CH,collection,30825
1df54e89-7c22-4111-bb4c-68759f77394d,Odonata,CH,collection,30826
NATUREUM:DZ-ODON,Odonata,CH,collection,30827
65587a18-b08e-41a2-b830-263875e181f7,Orthoptera,CH,collection,30828
NATUREUM:DZ-ORTHO,Orthoptera,CH,collection,30829
e68d6a46-7915-4812-9fe6-a02a945ace9a,Plecoptera,CH,collection,30830
NATUREUM:DZ-PLECO,Plecoptera,CH,collection,30831
a53058ce-b052-4666-9241-d093add88e2f,Trichoptera,CH,collection,30832
NATUREUM:DZ-TRICHO,Trichoptera,CH,collection,30833
c07013f4-414c-4498-8771-e3288586eca9,Vertebrates,CH,collection,30834
NATUREUM:DZ-VERT,Vertebrates,CH,collection,30835
d5c65f0d-848d-4cb1-a01b-7b8a7f5df905,Systematic Paleontology,CH,collection,30836
NATUREUM:DG-Pal_Sys,Systematic Paleontology,CH,collection,30837
d391a799-6ca6-4fd9-bbb3-a33e2975387f,Stratigraphic Paleontology,CH,collection,30838
NATUREUM:DG-Pal_Str,Stratigraphic Paleontology,CH,collection,30839
d803d47f-66d0-47af-b3cc-46295d457fa4,Regional geology,CH,collection,30840
NATUREUM:DG-Geol_Reg,Regional geology,CH,collection,30841
17399b20-86fa-4f3d-ab33-c3e93c24c83c,Mineral deposits,CH,collection,30842
NATUREUM:DG-Gites_Min,Mineral deposits,CH,collection,30843
5d7611c5-9641-4fef-985c-9feaffbcfd2e,Systematic Petrography,CH,collection,30844
NATUREUM:DG-Petro_Sys,Systematic Petrography,CH,collection,30845
2f4daf64-598e-421b-ae96-8c60dc84dd46,Foreign geology (not Swiss),CH,collection,30846
NATUREUM:DG-Geol_Etr,Foreign geology (not Swiss),CH,collection,30847
8dfad6ce-d767-4a84-a3bf-cc32b1f18c7d,Systematic Mineralogy,CH,collection,30848
NATUREUM:DG-Min_Sys,Systematic Mineralogy,CH,collection,30849
366cff1e-bee2-4cc6-95f8-ab8d2508476e,Applied geology,CH,collection,30850
NATUREUM:DG-Geol_App,Applied geology,CH,collection,30851
62cdafdd-7a69-4235-98df-af364a5dc69d,Herbarium alga,CH,collection,30852
NATUREUM:DB-ALGA,Herbarium alga,CH,collection,30853
d7f8ed2b-8961-4478-9ca6-a542c022305c,Herbarium bryophytes,CH,collection,30854
NATUREUM:DB-BRYOPHYTES,Herbarium bryophytes,CH,collection,30855
e77c4800-c3d7-4c99-b76d-5dc6804ef354,Herbarium fungi,CH,collection,30856
NATUREUM:DB-FUNGI,Herbarium fungi,CH,collection,30857
6b86d721-7568-40fe-8efd-603ea2a1cf4a,Herbarium Gaudin,CH,collection,30858
NATUREUM:DB-GAUDIN,Herbarium Gaudin,CH,collection,30859
95f903aa-8153-4f26-ba5a-27fda07d492a,Herbarium lichens,CH,collection,30860
NATUREUM:DB-LICHENS,Herbarium lichens,CH,collection,30861
97d03f93-ca3e-4ee7-9ab6-13d5fda1d5d5,Herbarium myxomycetes,CH,collection,30862
NATUREUM:DB-MYXOMYCETES,Herbarium myxomycetes,CH,collection,30863
a6bc8989-455d-4a7a-81a0-c673c6c58e58,Herbarium tracheophytes,CH,collection,30864
NATUREUM:DB-TRACHEOPHYTES,Herbarium tracheophytes,CH,collection,30865
e03e2296-4318-4d14-94e1-0f0340e450c7,Herbarium Schleicher,CH,collection,30866
NATUREUM:DB-SCHLEICHER,Herbarium Schleicher,CH,collection,30867
f85f332d-8c29-4ca0-bc75-52a4c2aaee3a,Seed collections,CH,collection,30868
NATUREUM:DB-SEEDS,Seed collections,CH,collection,30869
da18ef68-dea9-4f2e-b3e7-f174121d46c4,Herbarium painted,CH,collection,30870
NATUREUM:DB-ART,Herbarium painted,CH,collection,30871
60b9c093-4ea2-4794-b995-b1d00577661f,3D object collection,CH,collection,30872
NATUREUM:DB-OBJECT,3D object collection,CH,collection,30873
33bc4e74-d510-4b60-ab27-eb651f91b9af,Macrofossils collections,CH,collection,30874
NATUREUM:DB-MACROFOSSILS,Macrofossils collections,CH,collection,30875
6aabc3c2-f291-4fb6-9da3-2430e96f16cb,Fungi,CH,collection,30876
NAAG-Fung,Fungi,CH,collection,30877
3ee2e9ec-70d2-477f-91b0-1e9b98c5ad84,Lichenes,CH,collection,30878
NAAG-Lich,Lichenes,CH,collection,30879
d4e2d3ac-880f-49f6-8d6b-14fbfa2ba6de,Algensammlung,CH,collection,30880
NAAG-Alg,Algensammlung,CH,collection,30881
b447af80-7683-47b6-a494-4241f85a2367,Bryophyta,CH,collection,30882
NAAG-Bryo,Bryophyta,CH,collection,30883
67c5934e-7b5c-44cf-83fc-945b2528af6b,Herbarium Argoviense,CH,collection,30884
NAAG-Herb,Herbarium Argoviense,CH,collection,30885
8208701f-7b25-4132-a45c-726cef1992a0,Herbarium Rubus coll. Hermann Bangerter,CH,collection,30886
NAAG-Rubus,Herbarium Rubus coll. Hermann Bangerter,CH,collection,30887
d5816675-bb8c-4ca6-8d7d-a09610e7d183,Muscheln,CH,collection,30888
NAAG-Bival,Muscheln,CH,collection,30889
06669382-6d85-4e4d-b0a5-5757d8c2ae77,Korallensammlung,CH,collection,30890
NAAG-Cnid,Korallensammlung,CH,collection,30891
3e45c218-84e6-4f86-98d0-0d9b6aada6ef,Schnecken,CH,collection,30892
NAAG-Gastr,Schnecken,CH,collection,30893
b99684d0-21c9-48ac-8be8-4c7cc299663f,Arthropoda,CH,collection,30894
NAAG-Ins,Arthropoda,CH,collection,30895
d706ffd0-f90c-43a5-a288-36baaa077ad5,Fossils,CH,collection,30896
NAAG-Foss,Fossils,CH,collection,30897
f733ef15-b94b-4ecf-bdb4-b1e065e9ae49,Minerals,CH,collection,30898
NAAG-Min,Minerals,CH,collection,30899
e2f3f93a-a7f9-4437-a3bc-87da2db3da76,Herbarium Jos. Aebischer,CH,collection,30900
MHNF-HAEBI,Herbarium Jos. Aebischer,CH,collection,30901
20686226-6374-432b-9943-b9a354d56edd,Ex herbario africano,CH,collection,30902
MHNF-HAFRIC,Ex herbario africano,CH,collection,30903
4ab72017-417a-41b1-aa36-54a0fdd98738,Herbier Berset J.,CH,collection,30904
MHNF-HBERS,Herbier Berset J.,CH,collection,30905
d2e3a0df-af71-4b9a-8afd-f7385d6703ee,Herbarium missionis Tunquini occidentalis,CH,collection,30906
MHNF-HBON,Herbarium missionis Tunquini occidentalis,CH,collection,30907
6518660d-c298-4ad3-b309-c94b07c7bd37,Flora raetica Braun-Blanquet,CH,collection,30908
MHNF-HBRAUN,Flora raetica Braun-Blanquet,CH,collection,30909
3e1754bc-c21b-4a0c-b7e2-eaef0234d830,Herbarium helveticum Castella,CH,collection,30910
MHNF-HCAST,Herbarium helveticum Castella,CH,collection,30911
2cd325eb-0235-4e9a-b951-a12abc762115,Herbarium Chenaux Europe,CH,collection,30912
MHNF-HCHEN,Herbarium Chenaux Europe,CH,collection,30913
500b9d69-64ac-420a-9008-9a74ad3e4287,Herbarium M. Cottet,CH,collection,30914
MHNF-HCOTTET,Herbarium M. Cottet,CH,collection,30915
1aeb72e7-2016-4c77-9d8b-11e9e5ea8e10,Antiqu. Herbar Dématra and Bourquenoud,CH,collection,30916
MHNF-HDEMA,Antiqu. Herbar Dématra and Bourquenoud,CH,collection,30917
0803b770-b147-4fee-b239-0df6ba52fb35,Herabrium Michel Desfayes,CH,collection,30918
MHNF-HDESF,Herabrium Michel Desfayes,CH,collection,30919
519f3e41-ec1d-4836-82df-afa226398ec9,herbarium Ch. Donzallaz,CH,collection,30920
MHNF-HDONZ,herbarium Ch. Donzallaz,CH,collection,30921
75773a4e-7042-47ec-9ae8-1cd04212c391,Ex Herbario Friburgensi,CH,collection,30922
MHNF-HFRI,Ex Herbario Friburgensi,CH,collection,30923
36790dc0-516f-415a-a52a-25fcc1d54b5b,Herbarium Friburgense,CH,collection,30924
MHNF-HFRIB,Herbarium Friburgense,CH,collection,30925
8c936a3c-b268-4cc5-9201-c9e8ac1f2e7e,"Ex herbario indico, Royal Botanic Garden Sibpur near Calcutta",CH,collection,30926
MHNF-HINDIC,"Ex herbario indico, Royal Botanic Garden Sibpur near Calcutta",CH,collection,30927
07ab5c12-75f6-4262-bcca-e038a6cb3b1f,Herbarium Jos. Aebischer (Bryophytes),CH,collection,30928
MHNF-HJAEB,Herbarium Jos. Aebischer (Bryophytes),CH,collection,30929
b709ff3f-e05a-46bc-a04a-16c4a57a8154,Herbarium generale Jaquet,CH,collection,30930
MHNF-HJAQUET,Herbarium generale Jaquet,CH,collection,30931
4b39b5d3-99f7-4f05-bb6b-819720c7106f,Herbarium Keller,CH,collection,30932
MHNF-HKELLER,Herbarium Keller,CH,collection,30933
bc3b6b6f-78dc-4f35-a994-ae9f4a7714b4,Herbarium Lagger,CH,collection,30934
MHNF-HLAGGER,Herbarium Lagger,CH,collection,30935
23ceba46-e5b4-4062-b8f8-000ef9b26e4a,Herbarium Lorinser,CH,collection,30936
MHNF-HLOR,Herbarium Lorinser,CH,collection,30937
5652a49b-9d15-4cf9-8658-969720cfe700,Herbarium Jean-Denis Michel,CH,collection,30938
MHNF-HMICHEL,Herbarium Jean-Denis Michel,CH,collection,30939
369df31b-18d4-4194-9f4c-61de2d1c5c59,Herbarium Patrick Mráz,CH,collection,30940
MHNF-HMRAZ,Herbarium Patrick Mráz,CH,collection,30941
d90f3cd6-a348-4305-aedc-0cb00cd25264,"Herbarium S. Perrotet, India",CH,collection,30942
MHNF-HPERR,"Herbarium S. Perrotet, India",CH,collection,30943
ce626b80-9dde-466c-acac-413c42f5fbd9,Herbarium reunited,CH,collection,30944
MHNF-HREUN,Herbarium reunited,CH,collection,30945
0d670dc6-225b-426e-a269-eab11f7c357a,Collection Antoine Schoenenberger,CH,collection,30946
MHNF-HSCHO,Collection Antoine Schoenenberger,CH,collection,30947
91038f6e-1e66-463c-a733-bbb2c4311ae1,"Batotheca europaea, H. Sudre",CH,collection,30948
MHNF-HSUDRE,"Batotheca europaea, H. Sudre",CH,collection,30949
a6a21c74-d6d1-465e-b843-8107d98b19f9,Various collections University of Fribourg,CH,collection,30950
MHNF-HUNIV,Various collections University of Fribourg,CH,collection,30951
964733c9-25ac-4d14-af90-6c407bbfdbc0,Herbarium A. Ursprung,CH,collection,30952
MHNF-HURSP,Herbarium A. Ursprung,CH,collection,30953
f0871ff8-017e-44f9-b970-e359d5b1ab6c,Wirtgen's Herbarium florae Rhenae,CH,collection,30954
MHNF-HWIRTG,Wirtgen's Herbarium florae Rhenae,CH,collection,30955
7f52238e-61de-4de9-8cf0-5b9aa9f17f8d,Herbarium M. Yerly,CH,collection,30956
MHNF-HYERLI,Herbarium M. Yerly,CH,collection,30957
a38c48b9-a3ce-499c-9dde-7cd09e4b9cce,Invertebrates from Anwil (CH),CH,collection,30958
MHNF-ANWIL,Invertebrates from Anwil (CH),CH,collection,30959
495fc4f1-47e1-4978-9f57-eb51f9c742bd,Berchten collection,CH,collection,30960
MHNF-BERCHT,Berchten collection,CH,collection,30961
6684f8b5-9388-452b-9b30-892429350d7c,Invertebrates from Eifel (DE),CH,collection,30962
MHNF-EIFEL,Invertebrates from Eifel (DE),CH,collection,30963
81d38f0d-5779-4175-90ec-decd131a3c98,Entomological collections,CH,collection,30964
MHNF-ENTOMO,Entomological collections,CH,collection,30965
3ebda394-3b9d-4d79-8540-059f7980298a,"Invertebrates of the World (without molluscs, without insects)",CH,collection,30966
MHNF-INVE,"Invertebrates of the World (without molluscs, without insects)",CH,collection,30967
ddf2ae8d-cdcf-4e79-abc2-98daa3a8922e,Molluscs of the World,CH,collection,30968
MHNF-MOLL,Molluscs of the World,CH,collection,30969
94c1e0b3-5e00-43b6-9cb4-26e6cb044bd5,Birds,CH,collection,30970
MHNF-AVES,Birds,CH,collection,30971
f85a4de7-6e24-4136-a257-31ed9b40fced,Ray-finned fish,CH,collection,30972
MHNF-ACTINO,Ray-finned fish,CH,collection,30973
43b2e686-2ea6-4cd4-9e9e-4d991af63f4e,Amphibians,CH,collection,30974
MHNF-AMPH,Amphibians,CH,collection,30975
05d1d047-ea9b-459b-a978-74c6e49f91d8,Mammals,CH,collection,30976
MHNF-MAMM,Mammals,CH,collection,30977
f2e02124-2e65-4203-8da6-cefa161fed14,Reptilians,CH,collection,30978
MHNF-REPT,Reptilians,CH,collection,30979
e9556919-be62-4963-9bf9-8467397ec965,Agnatha (Silurian and Devonian),CH,collection,30980
MHNF-AGNATHA,Agnatha (Silurian and Devonian),CH,collection,30981
8de5c5e2-d2f2-407e-a0c3-32da6c460c4b,Fossil fishes from Glarus (CH),CH,collection,30982
MHNF-GLARUS,Fossil fishes from Glarus (CH),CH,collection,30983
807187f2-59a8-4e31-8203-5c95ece22c0d,Gnathostomata (Devonian),CH,collection,30984
MHNF-GNATHOST,Gnathostomata (Devonian),CH,collection,30985
d9e3e060-46f5-481b-a790-a71252049bb0,Fossils from Wallenried (CH),CH,collection,30986
MHNF-WALLENR,Fossils from Wallenried (CH),CH,collection,30987
2b9e7aab-a30f-4ad2-b66c-68f3fb3613b3,Fossil plants from Greit (CH),CH,collection,30988
MHNF-GREIT,Fossil plants from Greit (CH),CH,collection,30989
50cebc36-2787-4a6c-8d05-98fd386ba396,Knobloch collection (megaspores),CH,collection,30990
MHNF-KNOBMEG,Knobloch collection (megaspores),CH,collection,30991
15d8b73a-66b8-4564-852c-c854df54a690,de Saugy collection (Vietnam),CH,collection,30992
MHNF-SAUGY,de Saugy collection (Vietnam),CH,collection,30993
f539dc3e-61e8-4fdb-aed4-98222fd91150,Foraminifera,CH,collection,30994
MHNF-FORAM,Foraminifera,CH,collection,30995
e8bd87bf-d34d-4c2d-85b1-365bfdb8e32d,Knobloch collection (charophytes),CH,collection,30996
MHNF-KNOBCHAR,Knobloch collection (charophytes),CH,collection,30997
0dd4056c-08a5-41b8-b3e3-8a432d881283,Fossils from Bundenbach (DE),CH,collection,30998
MHNF-BUNDENB,Fossils from Bundenbach (DE),CH,collection,30999
fefe1750-0f95-476a-88fc-cdf01b5b3dd3,Préalpes médianes collection,CH,collection,31000
MHNF-PREALP,Préalpes médianes collection,CH,collection,31001
2e5f3946-01dc-4f9a-920d-b68028596d1c,Joller collection,CH,collection,31002
MHNF-JOLLER,Joller collection,CH,collection,31003
a4bbe154-40f0-45d0-bed0-e31357d10da2,Collection of 30 doctoral theses,CH,collection,31004
MHNF-THESES,Collection of 30 doctoral theses,CH,collection,31005
1a8977e8-4f7e-456c-ac58-fa5f36ecd7ce,Studer collection,CH,collection,31006
MHNF-STUDER,Studer collection,CH,collection,31007
2c348af7-2f35-40bc-bd72-9ab6f1c83481,Tunnel samples,CH,collection,31008
MHNF-TUNNEL,Tunnel samples,CH,collection,31009
12cc4262-34da-470e-b5a6-63a927ee57ed,Fontaine collection,CH,collection,31010
MHNF-FONTAINE,Fontaine collection,CH,collection,31011
b9f29e9f-394c-4632-ac06-54a09758a60a,Lorinser collection,CH,collection,31012
MHNF-LORINS,Lorinser collection,CH,collection,31013
8e53b387-3c45-4072-9a4f-cb71507b986e,Schardt collection,CH,collection,31014
MHNF-SCHARDT,Schardt collection,CH,collection,31015
2ea00967-36f3-449a-b082-a8623ab4ff5c,Binntal collection,CH,collection,31016
MHNF-BINN,Binntal collection,CH,collection,31017
c1167958-e017-419d-9098-64aca561e32f,Calcite from the Bäderhorn (BE),CH,collection,31018
MHNF-CALCITE,Calcite from the Bäderhorn (BE),CH,collection,31019
a8980e71-32d1-4791-ac23-627fcfacb1be,Enney collection,CH,collection,31020
MHNF-ENNEY,Enney collection,CH,collection,31021
001853e2-081b-4dee-ae92-e5c28b6224af,Wälchli collection,CH,collection,31022
MHNF-WAELCH,Wälchli collection,CH,collection,31023
199c0688-2abe-4caa-9d77-7aeeb7280adb,Meteorites,CH,collection,31024
MHNF-METEOR,Meteorites,CH,collection,31025
330a4871-1839-421a-9140-8047b2a318d2,Mollusks from all over the world,CH,collection,31026
KMDMZ-Mollusks,Mollusks from all over the world,CH,collection,31027
7338f414-abde-4020-892e-ee3bcccb3d12,Fossils in general,CH,collection,31028
KMDMZ-Foss,Fossils in general,CH,collection,31029
fb3f1f96-e119-42bb-af05-cf1273614297,Dinosaurs trackways,CH,collection,31030
MJSN-DINOTRACK,Dinosaurs trackways,CH,collection,31031
722d1b11-3140-4db1-87dd-25bc5a8d0879,Herbarium cormophyta,CH,collection,31032
BNM-BOTANY,Herbarium cormophyta,CH,collection,31033
d1e93adf-76e9-48e7-8aad-476f8f6b913c,Fossil collection,CH,collection,31034
BERN-Fossil,Fossil collection,CH,collection,31035
dda93418-dac8-454a-964c-4e9f89eb4604,Bulk collection,CH,collection,31036
BERN-Bulk,Bulk collection,CH,collection,31037
b1227865-72ad-4ccd-92c7-0418dfcb31fa,Demonstration Herbarium,CH,collection,31038
BERN-Demonstration,Demonstration Herbarium,CH,collection,31039
f24c40a4-8fd5-4158-be65-e93df6c4981c,Herbarium specimens,CH,collection,31040
BERN-Herbarium,Herbarium specimens,CH,collection,31041
2756948a-38b7-4f3b-a0ae-ee101465f90d,Wet collection,CH,collection,31042
BERN-Wet,Wet collection,CH,collection,31043
ddc58ff8-7788-4d7b-967a-aab912e3a630,Herbarium - National University of Life and Environmental Science of Ukraine,UA,collection,31044
NUBIP,Herbarium - National University of Life and Environmental Science of Ukraine,UA,collection,31045
58e90237-6a26-4d4b-b839-f3f5fe086373,Lake Champlain Research Institute,,collection,31046
LCRI,Lake Champlain Research Institute,,collection,31047
09ba8476-22dc-417c-ad4d-e60253107d2d,Herbarium - SOCIEDAD MICOLOGICA BARAKALDO,ES,collection,31048
BARA,Herbarium - SOCIEDAD MICOLOGICA BARAKALDO,ES,collection,31049
225958f9-e90a-474d-b19e-c40ff10acc7a,Herbarium - Gobabeb - Namib Research Institute,NA,collection,31050
GBB,Herbarium - Gobabeb - Namib Research Institute,NA,collection,31051
d1976a59-e71e-4258-a1dc-db1f68c570d3,J.B. Wallis / R.E. Roughley Museum of Entomology,CA,collection,31052
WRME,J.B. Wallis / R.E. Roughley Museum of Entomology,CA,collection,31053
b127179d-d773-49c1-9ee7-a25140dd62db,KFRI - Insect Repository,,collection,31054
KFRI Entomology,KFRI - Insect Repository,,collection,31055
1a6cd8d8-17a4-4dde-b75a-d8cd9ad87bf3,"Bodega Marine Reserve Herbarium, University of California Davis",US,collection,31056
BMR,"Bodega Marine Reserve Herbarium, University of California Davis",US,collection,31057
b345cb86-08d7-4daa-8671-a76d1bc6eedd,Ichthyological Collection,BG,collection,31058
RNHMP-icht,Ichthyological Collection,BG,collection,31059
04310cd0-a904-41b8-8467-bfcdf3a42de3,"Price Institute of Parasite Research (PIPR), School of Biological Sciences, University of Utah",,collection,31060
PIPR,"Price Institute of Parasite Research (PIPR), School of Biological Sciences, University of Utah",,collection,31061
ca618dd2-cf3a-47bc-963c-eabac31e7c9f,Southeast Missouri State University Invertebrate Museum,,collection,31062
SEMO,Southeast Missouri State University Invertebrate Museum,,collection,31063
db5b679f-1e94-4b68-ade6-3fc2b5799337,State of Vermont Forest Biology Lab,US,collection,31064
SOVT-FBL,State of Vermont Forest Biology Lab,US,collection,31065
3821115a-63e1-46b8-9942-4cd45a843245,Luther Entomological Research Collection,US,collection,31066
LCDI,Luther Entomological Research Collection,US,collection,31067
c18186f3-02da-4238-9aac-e526620c1c0d,Connecticut Agricultural Experiment Station Arthropod Collection,US,collection,31068
CAES,Connecticut Agricultural Experiment Station Arthropod Collection,US,collection,31069
6a4ff127-c314-4c6d-859d-9ee0885cb7d7,Utah Tech University Natural Science Museum’s Insect Collection,US,collection,31070
UTU-I,Utah Tech University Natural Science Museum’s Insect Collection,US,collection,31071
700918c6-3aed-4812-b8d2-363094ccf1fb,Maeve Botham Research Collection,US,collection,31072
MBRC,Maeve Botham Research Collection,US,collection,31073
329a3c22-333f-4543-8de6-53667ff67b18,Herbarium - Universiti Tun Hussein Onn Malaysia (Pagoh Campus),MY,collection,31074
UTHM,Herbarium - Universiti Tun Hussein Onn Malaysia (Pagoh Campus),MY,collection,31075
14718866-3033-4f32-a8ed-f2d30d56f489,University of Peshawar Zoological Museum,PK,collection,31076
UPZOO,University of Peshawar Zoological Museum,PK,collection,31077
d30da090-c89d-4a38-bbb2-94a353e55c9a,Zoological Collection,PK,collection,31078
ZSP,Zoological Collection,PK,collection,31079
5d5539a3-3ec4-40bd-82d2-61010672385c,NCBS Research Collection,,collection,31080
c240a2e4-c660-4a71-a578-2a186d03087d,NBAIR National Insect Museum,,collection,31082
NBAIR,NBAIR National Insect Museum,,collection,31083
c9ae34fe-7726-4879-b956-f1c8f3d245ca,Living Collection of the Gothenburg Botanical Garden,SE,collection,31084
GBG,Living Collection of the Gothenburg Botanical Garden,SE,collection,31085
6409b1ec-d00d-4694-8058-70e3a650e4f8,First Fungal Culture Bank of Pakistan,PK,collection,31086
FCBP,First Fungal Culture Bank of Pakistan,PK,collection,31087
404c4beb-a8b6-4c8b-b3bb-008d71bece6b,Fungal Culture Collection,PK,collection,31088
FCC,Fungal Culture Collection,PK,collection,31089
b668ce99-767d-47ef-b537-8a3390562c30,Herbarium of Gareev Botanical Garden of the National Academy of Sciences of the Kyrgyz Republic,KG,collection,31090
NASBG,Herbarium of Gareev Botanical Garden of the National Academy of Sciences of the Kyrgyz Republic,KG,collection,31091
85be8225-07b3-497b-8b04-049b80309a03,"Collection of insects, Moldova State University, Institute of Genetics, Physiology and Plant Protection",MD,collection,31092
MSUGE,"Collection of insects, Moldova State University, Institute of Genetics, Physiology and Plant Protection",MD,collection,31093
62827ef3-cf05-4a4f-b7be-7631b46b7266,Museum of fossil faunistic complexes,MD,collection,31094
MSUZP,Museum of fossil faunistic complexes,MD,collection,31095
d8bc060a-e67d-4f8e-bf59-6e81886b8172,Museum of entomology,MD,collection,31096
MSUZE,Museum of entomology,MD,collection,31097
20bb0d47-ab32-4354-88ff-206363c852f0,Collection of Pollen Preparations,CZ,collection,31098
IBOT-CAS-pollen,Collection of Pollen Preparations,CZ,collection,31099
94da0ff1-2653-445a-a840-c38bfeefda6a,Collection of Mycorrhizal Fungi,CZ,collection,31100
IBOT-CAS-myc,Collection of Mycorrhizal Fungi,CZ,collection,31101
a0166cf1-c734-4d32-8df9-7a54f6de3772,Collection of aquatic and wetland plants in Třeboň,CZ,collection,31102
IBOT-CAS-wetcol,Collection of aquatic and wetland plants in Třeboň,CZ,collection,31103
1232c786-1ace-4b47-a115-9917f6fd05a6,Culture Collection of Autotrophic Organisms,CZ,collection,31104
CCALA,Culture Collection of Autotrophic Organisms,CZ,collection,31105
83bd3f22-721e-4166-889b-ae4db30b814c,Invertebrate collection,CZ,collection,31106
